title,description,url,prep_time,cook_time,total_time,servings,ingredients,instructions,image_url,recipe_category,recipe_cuisine,keywords,calories
Grilled Peanut Butter and Jelly Sandwich,"This is a sandwich that my Dh used to make when he was a kid. Crunchy, gooey and sweet, how can you go wrong. If you have a good nonstick skillet you can skip the butter and just brown it in the dry pan.",https://www.food.com/recipe/grilled-peanut-butter-and-jelly-sandwich-447023,5m,10m,15m,1 serving(s),2   slices    whole grain bread | 2   teaspoons    butter or 2   teaspoons    margarine | 2   tablespoons    peanut butter | 1 -2   tablespoon    jelly or 1 -2   tablespoon    jam,"Spread 1 teaspoon margarine on each slice of bread. On the unbuttered side spread peanut butter on one piece and jelly on the other. Put the peanut butter and jelly sides together. | Heat a skillet on medium high heat until warm. Put the sandwich in the pan, butter side down. Cook until golden grown then turn and brown the other side. Enjoy.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/44/70/23/piceqFP76.jpg",Lunch/Snacks,All,"Nuts,Kid Friendly,< 15 Mins,Easy",449.5
Boston Fenway Franks,"I can't believe no one has posted a recipe for these.  I grew up enjoying eating these as much as I enjoyed watching the game.  In my opinion, this is the only way to eat a hot dog...  Go Red Sox!",https://www.food.com/recipe/boston-fenway-franks-340935,3m,10m,13m,"1 hot dog, 1 serving(s)","1      kosher all beef frank | 1   teaspoon   frenches yellow mustard | 1   tablespoon   finely chopped onion | 1   tablespoon   green sweet pickle relish | 1       hot dog bun, cut and buttered on the inside","Grill or Steam the frank. | Grill the bun, cut side down. | Push the cooked frank down into the grilled bun and cover with the condiments in the order given, to taste. | Enjoy!","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/34/09/35/pic5BQwid.jpg",Lunch/Snacks,All,"Meat,< 15 Mins,Beginner Cook,Easy",347.5
Easy Pizza Muffins,,https://www.food.com/recipe/easy-pizza-muffins-45317,,,,,,,,,,,
Abc Sandwich,This looks TOTALLY yummy - submitted by Frank Lane Brooks in the February issue of Rachel Ray Magazine.,https://www.food.com/recipe/abc-sandwich-213996,5m,5m,10m,1 serving(s),"5   slices    bacon | 2   slices    multigrain bread | 1   tablespoon    Dijon mustard, to taste | 1/2  cup    cheddar cheese, shredded  (white preffered) | 1/2      granny smith apple, cored and sliced","Over medium heat,cook bacon until crisp. | Remove from pan and drain on a plate with paper towel. | Spread the mustard on bread, then place the cheese and bacon on one slice of bread. | Top with apple slices and remaining piece of bread. | Slice diagonally and serve with your favorite chips or soup. | Enjoy! ;).","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/21/39/96/i6tK8BekSoeBHC8cr8ov_acbsandwich-2.jpg",Lunch/Snacks,All,"< 15 Mins,Easy",468.3
Cake Batter Fudge,Make and share this Cake Batter Fudge recipe from Food.com.,https://www.food.com/recipe/cake-batter-fudge-488296,10m,2m,12m,24 serving(s),2   cups    yellow cake mix | 2   cups    powdered sugar | 1/2  cup    butter | 2   tablespoons    colored sprinkles (optional),"*  Stir cake mix and powdered sugar in microwave safe bowl. | *  Cut butter into small pieces and put in bowl. | *  Microwave on high for 2 minutes. | *  Stir until well mixed.  If it is too thick to stir, add 1/2 tsp milk at a time until it is well mixed (should be thick but stirrable). | *  Add sprinkles, if desired.  But do it quickly as they will melt in the hot batter. | *  Spread in a greased 8x8 pan.  Refrigerate for an hour to set.  Cut and serve.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/48/82/96/xHW1C7udSQ28XNF5iZDr_cake-batter-fudge-1.jpg",Candy,All,"Dessert,< 15 Mins,For Large Groups,No Cook,Easy",72.8
German Chocolate Icing,This is a recipe from my mom and the cake has always been a real hit when I make it. I do double this when I make it as I like a lot of icing on my cake.,https://www.food.com/recipe/german-chocolate-icing-23218,10m,15m,25m,1 Nine inch two layer cake,"1   cup   canned evaporated milk | 1   cup    sugar | 3       egg yolks, slightly mixed with a whisk | 1/2  cup    butter (real butter) | 1   teaspoon    vanilla | 1 1/2  cups    coconut | 1   cup   chopped pecans","Put butter in a sauce pan and let it melt. | Add milk, sugar, vanilla and whisk in egg yolks. | Cook and stir over medium heat until mixture starts to bubble and then cook for about nine (9) minutes stirring constantly. | Pour over coconut and pecans and mix. | I usually put the nuts and coconut in a metal bowl and then poor the hot mixture over them to help with cooling. | If you are in a hurry, put the mixture in the refrigerator stirring occasionally until it is cool and thick enough to ice your cake. | I find that box cakes are just fine for this.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/23/21/8/1qgSLFchTUmJPbpVuBGr_0S9A0442.jpg",Dessert,All,"< 30 Mins,Stove Top",3682.0
Rhubarb Dump Cake,"A &quot;delicious&quot; dump cake!  Main ingredients are: rhubarb, a yellow cake mix, &amp; either
raspberry or strawberry gelatin.",https://www.food.com/recipe/rhubarb-dump-cake-63957,15m,45m,1h,12-16 serving(s),4 -5   cups   diced rhubarb | 3/4  cup    sugar | 1 (3   ounce) package   raspberry gelatin powder or 1 (3   ounce) package   strawberry gelatin | 1 (18 1/2  ounce) box   yellow cake mix (with pudding in the mix) | 1/2  cup    butter | 1   cup    water | vanilla ice cream or  cool whip dessert topping,"Preheat oven to 350 degrees. | Line the bottom of an ungreased 13x9x2-inch baking pan with the rhubarb. | Sprinkle sugar over the rhubarb. | Sprinkle dry raspberry gelatin, ( or strawberry gelatin ) which ever you prefer; over the sugar. | Next, sprinkle the cake mix over the gelatin. | Melt butter; pour over the cake mix. | Pour the 1 cup of water over cake mix. | Bake for 45 minutes. | Cool completely; then chill in refrigerator. | When ready to serve, invert onto plate. | Top with either vanilla ice cream or Cool Whip. | Serves 12 to 16. | Note: If using frozen rhubarb, reduce the amount of water to 1/2 cup. | This cake was baked in a gas oven. | If baking in an electric oven, you may need to increase baking time; depending upon oven and altitude. | Chef sheerkerry baked hers in an electric oven for 1 hour and 10 minutes.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/63/95/7/ys0zFF71R9GSAl81fCx3_DSC05563-2.jpg",Dessert,All,"Fruit,Low Protein,< 60 Mins,Oven",340.8
Decadent Krispies Bar,"A childhood favorite grows up. A new twist on the classic Rice Krispies treat makes this snack a hit with kids and adults alike. (This recipe was developed for RSC #9, contest ingredients included here were brown sugar, cinnamon, apricots, white chocolate and orange liquor.)",https://www.food.com/recipe/decadent-krispies-bar-211558,10m,20m,30m,12 bars,"cooking spray | 1/4  cup    light brown sugar | 3   tablespoons    unsalted butter | 1/4  teaspoon    ground cinnamon | 2 1/2  cups    miniature marshmallows | 1/3  cup    sliced almonds, toasted | 1/2  cup    dried apricot, diced | 4 -4 1/2  cups    Rice Krispies | 1/2  cup    white chocolate chips | 1 -3   teaspoon    canola oil | 2   teaspoons    Grand Marnier","This bar comes together rather quickly. Begin by preparing a 9 by 9 inch pan with a good coating of cooking spray and set aside.  Also apply a bit of spray to your cooking spoon (preferably wooden). | If your almonds are not already toasted, place them in a dry non-stick skillet over medium heat. Cook for 2 to 3 minutes, routinely tossing the almonds around the pan. The almonds should add just a small amount of color and become slightly aromatic. | To make the bars, begin by adding the butter and brown sugar together in a large sauce pan over medium to low heat. Stir while the both the butter and sugar melt for 2 minutes or so.  The result is smooth to the feel with a wooden spoon.  In addition, you should be able to move  it about the bottom of the pan with the spoon (sort of a blob). | Add in the 1/4 teaspoon of cinnamon and stir. | Add the miniature marshmallows and stir continuously helping the puffs to melt. Continue mixing until you have a pale brown mixture that is still rather loose. | This is where things begin to move fast.  Once the marshmallows are fully melted and mixed with the sugar, add in the Rice Krispies, almonds and apricots. Stir quickly to get all of the ingredients incorporated. | Turn the mixture out into the 9 by 9 inch pan, distributing as much as possible using your spoon. | To level the bars in the pan, give your palms a quick shot of cooking spray and pat down. | Place the bars in the refrigerator for 30 minutes to set. | Invert pan and give the pan a good whack to release the Krispies bar.  Slice into 12 pieces (4 by 3). | Melt white chocolate chips in a double boiler over very low heat.  (If you do not have a double boiler, you can fashion one using a large bowl over a smaller saucepan. Just be certain the fit is tight and no steam is being released). | Add the oil to the chocolate and stir while the the chips continue to melt.  If the chocolate begins to harden, this is sign the heat is too high and you should lower the flame or remove the top half of the double boiler from the bottom. | Stir the Grand Marnier into the melted chocolate and use a spoon to stripe the bars on the diagonal allowing the melted chocolate to drip down the side.  If you are a big fan of white chocolate, you can skip the drizzling and just dunk the bars into the white chocolate and place on waxed paper to cool. | (Timesaver tip:  If you want to speed things up a bit.  You can melt the chocolate after placing the bars in the pan and drizzle over the entire pan before cooling and cutting.  Not quite as pretty, but just as tasty).","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/21/15/58/Ii6M6UJIQP2xwRhR14tx_decadent-krispies-bar-16.jpg",Bar Cookie,All,"Dessert,Lunch/Snacks,Cookie & Brownie,Fruit,< 30 Mins",181.5
Paul Bocuse's Creme Brulee,This is an awesome creme brulee.  I'm asked for the recipe each time I serve it.  It is great for company because you fix it the day before. ZWT South region (French burnt cream).,https://www.food.com/recipe/paul-bocuses-creme-brulee-176466,30m,5h,5h 30m,4 serving(s),"4   large    egg yolks | 1/3  cup    granulated sugar | 1   tablespoon    granulated sugar | 2   cups    heavy cream | 1       vanilla bean, split lengthwise and scraped | 1/4  cup    light brown sugar, air dried","Preheat the oven to 275&ordm;F.  In a medium bowl, whisk the egg yolks with half of the granulated sugar.  In a small saucepan, warm the cream with the vanilla scrapings and the remaining granulated sugar until steaming.  Gradually whisk the hot cream into the egg yolks until blended.  Strain the custard and pour it into 5-ounce ramekins or shallow gratin dishes. | Set the ramekins in a small baking dish and add enough hot tap water to the dish to reach halfway up the sides of the ramekins.  Bake for about 1 hour and 15 minutes, or until just set.  Let cool in the water bath for 10 minutes, them remove and let cool completely.  Cover and refrigerate for at least 4 hours or overnight. | Preheat the broiler.  Sift a thin even layer of the air-dried brown sugar over each custard.  Broil 1 ramekin at a time as close as possible to the heat source, until the sugar melts, forming a caramelized crust.  Serve immediately. | Notes: To air dry brown sugar, sift it onto a plate and leave it out, uncovered, for 1 day.  If it's humid, the sifted sugar can also be dried in a 250&ordm;F oven for 20 minutes.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/17/64/66/gilfGERIT4yAyf8jdC5F_cremefood2.jpg",Dessert,All,,594.2
Caramel Apple Dump Cake,"An .easy to make, delicious cake and it only has 4 ingredients.  Serve with whipped cream or ice cream.",https://www.food.com/recipe/caramel-apple-dump-cake-515357,10m,50m,1h,12 serving(s),"2 (21   ounce) cans   apple pie filling | 1 (16   ounce) box  butter golden cake mix | 1   cup    butter, melted | 1/2  cup    caramel sauce, like you would put on ice cream | 1/2  teaspoon    cinnamon (optional) | 1   cup   chopped pecans (optional)","In a greased 9 X 13 inch baking dish, mix apple pie filling and caramel sauce. | You may add in the 1/2 teaspoons cinnamon, if desired. | Spread evenly in the pan. | Pour dry cake mix directly on top of the pie filling and spread evenly. | Top with melted butter and pecans. (optional). | Bake at 350 degrees for 50-55 minutes or until top is golden brown and apple filling is bubbly.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/51/53/57/LmXfZ0TeQlenOHaNvMJm_uploads-2.jpg",Dessert,All,"Low Protein,< 60 Mins",433.1
Peanut Butter No Bake Cookies,"Posted in response to a request, I got this recipe from a lady at church who make them for Bible School in the 1980s.  I had made chocolate no-bake cookies for YEARS but had never heard of peanut butter no bake cookies.  So delicious that my choco-holic daughter likes them better than the chocolate variety!
No. of servings depends on how big you make the cookies.  Prep time depends on how fast you are scooping the cookies onto the wax paper covered newspaper!  (You get better w/ practice!  :D )",https://www.food.com/recipe/peanut-butter-no-bake-cookies-129040,15m,2m,17m,48 cookies,2   cups    sugar | 1/4  cup    margarine | 1/2  cup    milk | 1   cup    peanut butter | 1   teaspoon    vanilla | 3   cups    rolled oats (old fashioned),"In lg saucepan, mix sugar, margarine, and milk; bring to a full, rolling boil over med heat.  (full, rolling boil = large bubbles rising to surface that can't be stirred down). | Boil for one minute, stirring constantly. | Remove from heat and stir in peanut butter and vanilla, stirring until peanut butter is melted; stir in oats. | Working quickly, drop by spoonfuls onto waxed paper . Let cool completely.","https://img.sndimg.com/food/image/upload/q_92,fl_progressive,w_1200,c_scale/v1/img/recipes/12/90/40/zFnvBQ4HSzqFNerirN8R_no-bake-peanut-butter-cookies-1467.jpg",Drop Cookies,All,"Dessert,Cookie & Brownie,Kid Friendly,< 30 Mins,< 15 Mins,Beginner Cook,Easy",93.4
